"Time","T0135","","T0135","","T0135","","T0135","","T0135","","T0135","","T0135","","T0135","","T0135","","T0135",""
"and","10.00","","10.50","","400.00","","400.55","","400.56","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Pioggia (mm)","","Temp. aria (°C)","","Temp. aria (°C)","","Temp. aria (°C)","","Umid.relat. aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Total","Qual","Mean","Qual","Min","Qual","Max","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 01/01/2016,        36.0,      1,        36.0,      1,         1.5,      1,        -8.7,      1,        13.5,    140,        75.0,      1,         341,    145,         1.1,    145,       989.8,      1,    187566.2,      1,Sites:
00:00:00 01/02/2016,       123.4,      1,       122.5,      1,         5.9,      1,        -2.5,      1,        16.5,      1,        74.8,      1,         335,    145,         1.4,    145,       986.5,      1,    213497.3,      1,T0135 - Trento (Roncafort) Lat:46.095645 Long:11.10137 Elev:194
00:00:00 01/03/2016,        57.8,      1,        58.7,      1,         9.4,      1,        -0.6,      1,        20.9,      1,        56.7,      1,         333,    145,         2.1,    145,       985.2,      1,    429958.8,      1,
00:00:00 01/04/2016,        30.0,      1,        34.0,      1,        14.3,      1,         1.3,      1,        23.7,      1,        59.6,      1,         305,    145,         2.5,    145,       984.7,      1,    506197.3,      1,Variables:
00:00:00 01/05/2016,       124.4,      1,       120.4,      1,        15.9,      1,         5.0,      1,        28.2,      1,        67.1,      1,         307,    145,         2.0,    145,       985.8,      1,    555987.8,      1,10 - Pioggia (millimetri)
00:00:00 01/06/2016,       133.6,      1,       132.7,      1,        20.6,    140,        12.6,      1,        34.0,      1,        68.8,      1,         304,    145,         2.0,    145,       986.6,      1,    641469.6,      1,400 - Temperatura aria (gradi Celsius)
00:00:00 01/07/2016,       108.8,      1,       102.6,      1,        23.2,      1,        12.2,      1,        34.2,      1,        65.3,      1,         319,    145,         2.3,    145,       989.2,      1,    677713.8,      1,430 - Umid.relativa aria (percentuale)
00:00:00 01/08/2016,        69.2,    140,        76.2,    140,        21.6,      1,        10.7,      1,        32.3,      1,        67.8,      1,         313,    145,         2.2,    145,       991.3,      1,    652681.6,      1,500 - Direzione vento media (gradi)
00:00:00 01/09/2016,"",    255,"",    151,"",    255,         8.9,      1,        31.8,      1,        68.6,      1,         324,    145,         1.7,    145,       991.1,      1,    428819.8,    140,515 - Veloc. vento media (metri/secondo)
00:00:00 01/10/2016,        88.8,      1,        88.8,      1,        12.0,      1,         1.7,      1,        23.5,      1,        80.9,      1,         333,    145,         1.5,    145,       992.4,      1,    309215.8,    140,550 - Pressione atmosferica (Ettopascal)
00:00:00 01/11/2016,        72.6,      1,        72.6,      1,         7.0,      1,        -4.4,      1,        18.1,      1,        86.3,      1,         342,    145,         1.2,    145,       990.3,      1,    119325.7,      1,750 - Radiazione solare totale (KJoule/metroquadro)
00:00:00 01/12/2016,         0.0,      1,         0.0,      1,         1.3,      1,        -6.2,      1,        16.0,      1,        78.5,      1,         340,    145,         0.9,    145,      1002.4,      1,    135047.9,      1,
00:00:00 01/01/2017,         4.2,      1,         4.2,      1,        -0.3,      1,       -10.1,      1,        10.4,      1,        61.1,      1,         343,    145,         1.7,    145,       994.8,      1,    158056.3,      1,Qualities:
00:00:00 01/02/2017,        74.4,      1,        67.4,      1,         6.0,      1,        -2.2,      1,        15.5,      1,        78.0,      1,         324,    145,         1.4,    145,       992.2,      1,    165882.0,      1,1 - Dato buono
00:00:00 01/03/2017,        37.8,      1,        44.8,      1,        11.3,      1,         0.7,      1,        24.3,      1,        63.5,      1,         308,    145,         2.0,    145,       989.8,      1,    379780.0,      1,"140 - dato incerto, per analisi climatiche o malfunzionamento stazione"
00:00:00 01/04/2017,        55.8,      1,        55.8,      1,        13.4,      1,         0.7,      1,        26.3,      1,        58.8,      1,         320,    145,         2.3,    145,       988.9,      1,    458708.5,      1,"145 - da teletrasmissione, non validato"
00:00:00 01/05/2017,        51.0,      1,        51.0,      1,        17.7,      1,         3.3,      1,        29.9,      1,        65.7,      1,         299,    145,         2.2,    145,       988.8,      1,    603919.4,      1,151 - Dato mancante
00:00:00 01/06/2017,       177.0,      1,       177.0,      1,        22.5,      1,        10.3,      1,        33.3,      1,        64.9,      1,         310,    145,         2.3,    145,       987.3,      1,    609269.7,      1,255 - No data
00:00:00 01/07/2017,        99.8,      1,        99.8,      1,        23.0,      1,        10.8,      1,        34.6,      1,        64.9,      1,         316,    145,         2.2,    145,       987.7,      1,    697229.2,      1
00:00:00 01/08/2017,        94.0,      1,        94.0,      1,        22.9,      1,        11.2,      1,        35.8,      1,        67.7,      1,         324,    145,         2.2,    145,       989.8,      1,    578257.0,      1
00:00:00 01/09/2017,        99.6,      1,       100.5,      1,        16.0,      1,       -32.1,    140,        28.4,      1,        77.2,      1,         320,    145,         1.8,    145,       988.3,      1,    336751.1,      1
00:00:00 01/10/2017,        11.2,      1,        10.3,      1,        12.4,      1,        -1.2,      1,        25.1,      1,        74.6,      1,         330,    145,         1.4,    145,       993.4,      1,    278318.3,      1
00:00:00 01/11/2017,        79.2,    140,        79.3,    140,         5.5,      1,        -4.9,      1,        17.2,      1,        77.8,      1,         343,    145,         1.4,    145,       989.5,      1,    134992.9,      1
00:00:00 01/12/2017,       132.8,      1,       135.2,      1,        -0.1,      1,        -8.3,      1,         9.6,      1,        79.2,      1,         341,    145,         1.2,    145,       991.0,      1,    113404.6,      1
00:00:00 01/01/2018,        41.4,      1,        39.0,      1,         2.9,      1,        -3.9,      1,        13.8,      1,        85.7,      1,         345,    145,         1.1,    145,       991.5,      1,    122443.3,      1
00:00:00 01/02/2018,        17.0,      1,        16.9,      1,         3.8,      1,        -6.2,      1,        14.9,      1,        64.3,      1,         333,    145,         1.9,    145,       985.6,      1,    177976.6,      1
00:00:00 01/03/2018,       104.2,      1,       100.6,      1,         7.6,      1,        -3.2,      1,        18.4,      1,        74.8,      1,         312,    145,         1.8,    145,       978.0,      1,    282880.7,      1
00:00:00 01/04/2018,        83.6,      1,        87.2,      1,        15.1,      1,         2.7,      1,        28.8,      1,        66.8,      1,         317,    145,         2.1,    145,       988.2,      1,    470990.1,      1
00:00:00 01/05/2018,       120.2,      1,       120.2,      1,        17.5,      1,         6.9,      1,        29.0,      1,        78.0,      1,         304,    145,         1.6,    145,       987.3,      1,    519877.2,      1
00:00:00 01/06/2018,        40.8,      1,        40.8,      1,        21.7,      1,         9.9,      1,        32.4,      1,        65.2,      1,         307,    145,         2.1,    145,       986.7,      1,    708801.7,      1
00:00:00 01/07/2018,       127.6,      1,       127.6,      1,        23.2,      1,        13.9,      1,        35.1,      1,        68.4,      1,         313,    145,         2.0,    145,       987.0,      1,    684825.0,      1
00:00:00 01/08/2018,        98.0,      1,        95.5,      1,        23.4,      1,         9.7,      1,        35.1,      1,        66.7,      1,         320,    145,         2.2,    145,       989.1,      1,    601075.1,      1
00:00:00 01/09/2018,        35.0,      1,        37.5,      1,        19.3,      1,         4.2,      1,        29.8,      1,        73.1,      1,         333,    145,         1.6,    145,       992.6,      1,    482002.0,      1
00:00:00 01/10/2018,       239.4,      1,       248.8,      1,        14.1,      1,         1.5,      1,        28.9,      1,        79.2,      1,         343,    145,         1.2,    145,       990.7,      1,    296993.7,      1
00:00:00 01/11/2018,        94.6,      1,        85.2,      1,         8.5,      1,        -2.9,      1,        18.8,      1,        89.2,      1,         346,    145,         0.9,    145,       991.8,      1,    135612.6,      1
00:00:00 01/12/2018,         5.4,      1,         5.4,      1,         1.6,      1,        -7.4,      1,        16.0,      1,        79.1,      1,         341,    145,         1.0,    145,       994.4,      1,    167518.0,      1
00:00:00 01/01/2019,"",    255,"",    151,"",    255,"",    151,"",    151,"",    255,"",    255,"",    255,"",    255,"",    255
00:00:00 01/02/2019,        74.0,      1,        72.6,      1,         5.2,      1,        -2.9,      1,        22.4,      1,        67.8,      1,         339,    145,         1.5,    145,       996.0,      1,    265683.6,      1
00:00:00 01/03/2019,        26.6,      1,        26.6,      1,         9.9,      1,        -0.7,      1,        24.3,      1,        56.9,      1,         331,    145,         2.2,    145,       991.5,      1,    468654.3,      1
00:00:00 01/04/2019,       181.6,      1,       181.6,      1,        12.7,      1,         4.0,      1,        25.7,      1,        72.7,      1,         308,    145,         1.8,    145,       986.4,      1,    400409.9,      1
00:00:00 01/05/2019,       122.8,      1,       122.8,      1,        14.8,      1,         2.1,      1,        27.1,      1,        69.3,      1,         325,    145,         2.4,    145,       985.1,      1,    468607.0,      1
00:00:00 01/06/2019,        12.6,      1,        12.6,      1,        24.0,      1,         9.9,      1,        37.5,      1,        61.3,      1,         308,    145,         2.2,    145,       989.0,      1,    717996.8,      1
00:00:00 01/07/2019,        67.0,      1,        62.8,      1,        23.3,      1,        13.4,      1,        34.9,      1,        70.6,      1,         325,    145,         2.1,    145,       986.8,      1,    659590.7,      1
00:00:00 01/08/2019,        57.6,      1,        61.4,      1,        23.3,      1,        13.2,      1,        33.2,      1,        71.6,      1,         320,    145,         2.0,    145,       989.6,      1,    573176.1,      1
00:00:00 01/09/2019,        82.6,      1,        82.9,      1,        18.3,      1,         7.3,      1,        30.2,      1,        76.1,      1,         315,    145,         1.8,    145,       991.0,      1,    423015.1,      1
00:00:00 01/10/2019,        63.0,      1,        63.0,      1,        14.1,      1,         4.7,      1,        23.9,      1,        85.4,      1,         318,    145,         1.3,    145,       990.6,      1,    268879.9,      1
00:00:00 01/11/2019,       324.8,      1,       324.8,      1,         6.9,      1,        -1.0,      1,        15.9,      1,        94.8,      1,         340,    145,         1.5,    145,       981.8,      1,    109313.4,      1
00:00:00 01/12/2019,        82.8,      1,        82.8,      1,         2.5,      1,        -5.9,      1,        12.2,      1,        88.2,      1,         341,    145,         1.1,    145,       990.4,      1,    140225.5,      1
00:00:00 01/01/2020,         1.0,      1,         1.0,      1,         1.9,      1,        -6.2,      1,        13.8,      1,        75.5,      1,         332,    145,         1.0,    145,       999.7,      1,    210376.5,      1
00:00:00 01/02/2020,         2.8,      1,         4.7,      1,         6.3,      1,        -3.6,      1,        18.1,      1,        62.7,      1,         332,    145,         1.6,    145,       992.2,      1,    273380.7,      1
00:00:00 01/03/2020,        79.2,      1,        77.3,      1,         8.6,      1,        -1.9,      1,        21.8,      1,        68.2,      1,         324,    145,         2.0,    145,       989.4,      1,    376576.8,      1
00:00:00 01/04/2020,        50.4,      1,        40.2,      1,        14.0,      1,        -1.1,      1,        26.3,      1,        57.7,      1,         302,    145,         2.1,    145,       989.7,      1,    559495.2,      1
00:00:00 01/05/2020,        86.8,      1,        96.9,      1,        17.7,      1,         7.5,      1,        28.6,      1,        66.4,      1,         292,    145,         2.2,    145,       989.3,      1,    663702.3,      1
00:00:00 01/06/2020,       124.6,      1,       124.5,      1,        20.4,      1,         9.7,      1,        32.7,      1,        71.0,      1,         287,    145,         2.1,    145,       984.9,      1,    629050.3,      1
00:00:00 01/07/2020,        74.4,      1,        74.5,      1,        22.9,      1,        12.5,      1,        36.0,      1,        68.7,      1,         305,    145,         2.3,    145,       988.5,      1,    704955.6,      1
00:00:00 01/08/2020,       178.2,      1,       178.0,      1,        22.8,      1,        12.7,      1,        36.0,      1,        73.3,      1,         306,    145,         2.1,    145,       986.6,      1,    566127.4,      1
00:00:00 01/09/2020,        50.2,      1,        50.4,      1,        18.7,      1,         5.6,      1,        30.8,      1,        77.9,      1,         301,    145,         1.7,    145,       989.1,      1,    456823.7,      1
00:00:00 01/10/2020,       158.4,      1,       158.4,      1,        11.5,      1,         0.9,      1,        21.4,      1,        82.9,      1,         323,    145,         1.6,    145,       987.9,      1,    270281.8,      1
00:00:00 01/11/2020,         3.4,      1,         3.4,      1,         6.1,      1,        -4.5,      1,        20.1,      1,        82.1,      1,         331,    145,         1.0,    145,       998.3,      1,    227775.9,      1
00:00:00 01/12/2020,       213.2,      1,       213.2,      1,         2.8,      1,        -8.0,      1,        10.0,      1,        86.8,      1,         339,    145,         1.3,    145,       985.1,      1,     90438.8,      1
00:00:00 01/01/2021,        84.8,      1,        84.8,      1,        -0.8,      1,       -10.7,      1,         8.5,      1,        82.8,      1,         337,    145,         1.2,    145,       985.5,      1,    154759.4,      1
00:00:00 01/02/2021,        50.4,      1,        50.4,      1,         5.5,      1,        -4.6,      1,        20.6,      1,        71.3,      1,         332,    145,         1.4,    145,       993.5,      1,    248040.4,      1
00:00:00 01/03/2021,         4.2,      1,         4.2,      1,         8.7,      1,        -1.7,      1,        27.5,      1,        53.7,      1,         326,    145,         2.1,    145,       993.0,      1,    504175.8,      1
00:00:00 01/04/2021,        54.8,      1,        54.0,      1,        11.6,      1,        -2.8,      1,        27.5,      1,        55.9,      1,         319,    145,         2.3,    145,       988.9,      1,    543925.6,      1
00:00:00 01/05/2021,       127.8,      1,       128.6,      1,        15.5,      1,         6.0,      1,        25.9,      1,        65.1,      1,         297,    145,         2.2,    145,       985.9,      1,    622308.3,      1
00:00:00 01/06/2021,        33.0,      1,        31.5,      1,        23.2,      1,        11.7,      1,        34.6,      1,        59.8,      1,         278,    145,         2.4,    145,       989.3,      1,    743852.9,      1
00:00:00 01/07/2021,       206.6,      1,       197.8,      1,        22.7,      1,        13.9,      1,        33.9,      1,        68.5,      1,         315,    145,         2.1,    145,       986.8,      1,    612052.4,      1
00:00:00 01/08/2021,        71.0,      1,        81.3,      1,        21.5,      1,        10.1,      1,        33.9,      1,        69.3,      1,         315,    145,         1.9,    145,       987.4,      1,    616434.8,      1
00:00:00 01/09/2021,        69.8,      1,        69.8,      1,        19.2,      1,         9.2,      1,        30.8,      1,        71.3,      1,         318,    145,         1.5,    145,       991.5,      1,    479827.8,      1
00:00:00 01/10/2021,        57.4,      1,        57.4,      1,        11.7,      1,         0.5,      1,        24.8,      1,        75.0,      1,         342,    145,         1.2,    145,       993.4,      1,    329607.8,      1
00:00:00 01/11/2021,       148.0,      1,       148.0,      1,         6.7,      1,        -3.0,    140,        16.4,      1,        82.7,      1,         339,    145,         1.2,    145,       988.5,      1,    158199.7,      1
00:00:00 01/12/2021,        10.8,      1,        10.8,      1,         1.9,      1,        -6.5,      1,        13.1,      1,        77.5,      1,         331,    145,         1.3,    145,       989.1,      1,    144792.6,      1
00:00:00 01/01/2022,        16.2,      1,        16.2,      1,         2.2,      1,        -5.4,      1,        14.9,      1,        67.6,      1,         332,    145,         1.3,    145,       995.7,      1,    212958.7,      1
00:00:00 01/02/2022,        28.0,      1,        28.0,      1,         5.5,      1,        -5.0,      1,        16.6,      1,        60.6,      1,         335,    145,         1.8,    145,       992.9,      1,    276393.4,      1
00:00:00 01/03/2022,         2.8,      1,        10.3,      1,         8.2,      1,        -3.3,      1,        24.0,      1,        53.7,      1,         307,    145,         2.0,    145,       996.4,      1,    451227.2,      1
00:00:00 01/04/2022,        66.6,      1,        59.0,      1,        12.4,      1,         0.8,      1,        25.8,      1,        61.3,      1,         296,    145,         2.5,    145,       985.0,      1,    521717.5,      1
00:00:00 01/05/2022,        70.8,      1,        70.8,      1,        19.1,      1,         7.7,      1,        31.7,      1,        69.5,      1,         296,    145,         2.1,    145,       989.8,      1,    617724.1,      1
00:00:00 01/06/2022,        80.4,      1,        80.4,      1,        23.4,      1,        14.0,      1,        34.9,      1,        63.3,      1,         304,    145,         2.4,    145,       988.2,      1,    691128.8,      1
00:00:00 01/07/2022,        49.2,      1,        49.2,      1,        25.9,      1,        13.6,      1,        38.3,      1,        54.6,      1,         318,    145,         2.4,    145,       990.0,      1,    744108.2,      1
00:00:00 01/08/2022,        87.2,      1,        86.8,      1,        23.6,      1,        13.5,      1,        35.1,      1,        64.7,      1,         305,    145,         2.2,    145,       987.6,      1,    628423.5,      1
00:00:00 01/09/2022,        81.0,      1,        81.0,      1,        18.2,      1,         5.6,      1,        31.0,      1,        71.1,      1,         316,    145,         1.9,    145,       985.9,      1,    456498.2,      1
00:00:00 01/10/2022,        43.2,      1,        43.6,      1,        14.7,      1,         5.8,      1,        25.8,      1,        83.5,      1,         327,    145,         1.2,    145,       995.4,      1,    320017.7,      1
00:00:00 01/11/2022,        59.0,      1,        59.0,      1,         7.2,      1,        -3.0,      1,        17.8,      1,        84.5,      1,         328,    145,         1.3,    145,       989.7,      1,    191180.2,      1
00:00:00 01/12/2022,        74.0,      1,        74.0,      1,         2.4,      1,        -5.5,      1,        11.4,      1,        87.4,      1,         335,    145,         1.0,    145,       990.4,      1,    119063.9,      1
00:00:00 01/01/2023,        32.8,      1,        32.8,      1,         3.7,      1,        -4.4,      1,        13.8,      1,        77.0,      1,         332,    145,         1.5,    145,       990.3,      1,    161169.4,      1
00:00:00 01/02/2023,         0.0,      1,         0.0,      1,         5.8,      1,        -5.2,      1,        19.2,      1,        64.4,      1,         325,    145,         1.7,    145,       997.7,      1,    266940.0,      1
00:00:00 01/03/2023,        19.4,      1,        18.6,      1,        10.5,      1,        -0.9,      1,        21.7,      1,        62.4,      1,         315,    145,         2.1,    145,       985.2,      1,    394746.9,      1
00:00:00 01/04/2023,        58.2,      1,        58.9,      1,        12.5,      1,         0.0,      1,        24.4,      1,        60.1,      1,         315,    145,         2.3,    145,       985.7,      1,    523928.2,      1
00:00:00 01/05/2023,       151.0,      1,       151.0,      1,        17.4,      1,         9.1,      1,        28.3,      1,        72.7,      1,         309,    145,         2.0,    145,       988.3,      1,    530720.8,      1
00:00:00 01/06/2023,        18.0,      1,        17.8,      1,        22.5,      1,        12.0,      1,        34.7,      1,        63.2,      1,         276,    145,         2.2,    145,       987.7,      1,    689129.9,      1
00:00:00 01/07/2023,       141.2,      1,       142.1,      1,        23.3,      1,        11.6,      1,        34.6,      1,        70.8,      1,         305,    145,         2.4,    145,       987.6,      1,    677387.3,      1
00:00:00 01/08/2023,       113.4,      1,       112.6,      1,        23.6,      1,        12.5,      1,        36.7,      1,        67.3,      1,         306,    145,         2.2,    145,       986.6,      1,    586600.6,      1
00:00:00 01/09/2023,        64.2,      1,        64.2,      1,        20.4,      1,         8.6,      1,        31.2,      1,        74.7,      1,         291,    145,         1.7,    145,       991.4,      1,    477966.5,      1
00:00:00 01/10/2023,       209.6,      1,       209.1,      1,        15.3,      1,         3.4,      1,        27.5,      1,        83.0,      1,         317,    145,         1.3,    145,       987.5,      1,    283504.6,      1
00:00:00 01/11/2023,       131.8,      1,       137.9,      1,         5.5,      1,        -4.5,      1,        18.8,      1,        82.5,      1,         333,    145,         1.4,    145,       983.3,      1,    195292.6,      1
00:00:00 01/12/2023,        87.6,      1,        79.9,      1,         3.1,      1,        -4.5,      1,        14.2,      1,        84.1,      1,         334,    145,         1.1,    145,       990.4,      1,    136848.4,      1
00:00:00 01/01/2024,        59.6,      1,        61.7,      1,         2.5,      1,        -5.7,      1,        16.3,      1,        76.9,      1,         334,    145,         1.3,    145,       992.5,      1,    187640.4,      1
00:00:00 01/02/2024,       126.8,      1,       128.4,      1,         7.5,      1,        -2.4,      1,        19.8,      1,        79.7,      1,         331,    145,         1.3,    145,       989.0,      1,    211391.6,      1
00:00:00 01/03/2024,       132.0,      1,       149.1,      1,        10.2,      1,         1.1,      1,        21.4,      1,        76.5,      1,         330,    145,         1.7,    145,       984.4,      1,    314532.3,      1
00:00:00 01/04/2024,        63.6,      1,        44.9,      1,        13.6,      1,         2.5,      1,        28.1,      1,        65.5,      1,         309,    145,         2.2,    145,       988.2,      1,    488586.5,      1
00:00:00 01/05/2024,       251.2,      1,       248.9,      1,        16.5,      1,         7.9,      1,        26.2,      1,        77.4,      1,         295,    145,         1.7,    145,       986.2,      1,    479800.9,      1
00:00:00 01/06/2024,       200.2,      1,       202.4,      1,        20.9,      1,        10.4,      1,        32.0,      1,        74.8,      1,         299,    145,         2.0,    145,       986.6,      1,    624086.1,      1
00:00:00 01/07/2024,       116.0,      1,       116.0,      1,        24.3,      1,        14.4,      1,        34.8,      1,        71.0,      1,         295,    145,         2.1,    145,       986.9,      1,    673418.4,      1
00:00:00 01/08/2024,        36.0,      1,        36.0,      1,        24.8,      1,        17.0,      1,        35.5,      1,        69.8,      1,         308,    145,         1.9,    145,       987.4,      1,    603632.4,      1
00:00:00 01/09/2024,       132.0,      1,       132.0,      1,        18.0,      1,         7.8,      1,        32.8,      1,        72.3,      1,         315,    145,         1.9,    145,       986.9,      1,    329246.0,      1
00:00:00 01/10/2024,       209.8,      1,       209.9,      1,        13.9,      1,         5.9,      1,        23.2,      1,        91.2,      1,         335,    145,         1.1,    145,       991.7,      1,    205061.9,      1
00:00:00 01/11/2024,         9.4,      1,         9.3,      1,         5.3,      1,        -4.3,      1,        19.9,      1,        82.9,      1,         342,    145,         0.9,    145,       995.2,      1,    224783.8,      1
00:00:00 01/12/2024,        12.0,      1,        12.0,      1,         2.7,      1,        -4.7,      1,        12.4,      1,        75.1,      1,         347,    145,         1.2,    145,       995.4,      1,    164316.6,      1
00:00:00 01/01/2025,        80.8,      1,        81.1,      1,         3.4,      1,        -5.9,      1,        15.1,      1,        78.0,      1,         350,    145,         0.8,    145,       993.1,      1,    149106.1,      1
00:00:00 01/02/2025,        33.4,      1,        33.1,      1,         6.1,      1,        -2.2,      1,        16.6,      1,        78.9,      1,         340,    145,         1.2,    145,       996.6,      1,    206585.1,      1
00:00:00 01/03/2025,        91.4,      1,        91.4,      1,        10.4,      1,        -0.3,      1,        23.0,      1,        67.0,      1,         331,    145,         1.7,    145,       988.3,      1,    388521.4,      1
00:00:00 01/04/2025,        98.0,      1,        98.0,      1,        14.5,      1,         2.8,      1,        27.8,      1,        68.4,      1,         305,    145,         1.8,    145,       988.3,      1,    451042.9,      1
00:00:00 01/05/2025,       103.2,    140,       103.2,    140,        17.2,      1,         7.1,      1,        28.7,      1,        69.7,      1,         294,    145,         1.8,    145,       986.9,      1,    590915.5,      1
00:00:00 01/06/2025,        42.8,      1,        33.1,      1,        24.5,      1,        14.6,      1,        36.6,      1,        64.4,      1,         289,    145,         2.3,    145,       990.5,      1,    658970.9,      1
00:00:00 01/07/2025,       164.2,      1,       173.9,      1,        22.4,      1,         9.4,      1,        34.6,      1,        69.9,      1,         310,    145,         1.7,    145,       986.3,      1,    597138.2,      1
00:00:00 01/08/2025,       111.2,      1,       111.2,      1,        23.0,      1,        12.5,      1,        35.1,      1,        71.9,      1,         297,    145,         1.7,    145,       988.1,      1,    556904.7,      1
00:00:00 01/09/2025,       124.8,      1,       124.8,      1,        18.4,      1,         6.9,      1,        29.3,      1,        80.6,      1,         314,    145,         1.4,    145,       990.5,      1,    379269.1,      1
00:00:00 01/10/2025,        48.2,      1,        48.6,      1,        12.3,      1,         0.9,      1,        23.8,      1,        81.0,      1,         325,    145,         1.2,    145,       989.8,      1,    299675.1,      1
00:00:00 01/11/2025,        77.0,      1,        76.6,      1,         6.0,      1,"",    151,        18.0,      1,        81.1,      1,         332,    145,         1.1,    145,       989.0,      1,    169972.5,      1
00:00:00 01/12/2025,         9.8,      1,         9.8,      1,         3.4,      1,        -7.0,      1,        13.0,      1,        88.1,      1,         337,    145,         0.8,    145,       993.9,      1,    124108.7,      1
00:00:00 01/01/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255
00:00:00 01/02/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255

