"Time","T0354","","T0354","","T0354","","T0354","","T0354","","T0354","","T0354","","T0354","","T0354","","T0354",""
"and","10.00","","10.50","","400.00","","400.55","","400.56","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Pioggia (mm)","","Temp. aria (°C)","","Temp. aria (°C)","","Temp. aria (°C)","","Umid.relat. aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Total","Qual","Mean","Qual","Min","Qual","Max","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 01/01/2016,       109.0,      1,       109.0,      1,        -1.1,      1,       -12.9,      1,        14.5,      1,        65.8,      1,          99,      1,         1.3,      1,       834.2,      1,    172345.2,      1,Sites:
00:00:00 01/02/2016,       237.4,      1,       234.3,      1,        -0.1,      1,        -9.5,    140,        14.6,      1,        80.8,      1,         113,      1,         1.5,      1,       832.4,      1,    182525.2,      1,T0354 - Tremalzo Lat:45.841658 Long:10.684142 Elev:1560
00:00:00 01/03/2016,       109.0,      1,       112.0,      1,         0.1,      1,        -9.6,      1,        11.7,      1,        77.4,      1,         122,      1,         1.7,      1,       832.3,      1,    359903.6,      1,
00:00:00 01/04/2016,        69.8,      1,        75.9,      1,         4.8,      1,        -5.7,      1,        12.7,      1,        82.2,      1,         135,      1,         1.8,      1,       834.5,      1,    382110.6,      1,Variables:
00:00:00 01/05/2016,       248.0,      1,       236.5,      1,         7.0,      1,        -0.9,      1,        17.0,      1,        84.2,      1,         120,      1,         1.7,      1,       836.4,      1,    460519.3,      1,10 - Pioggia (millimetri)
00:00:00 01/06/2016,       216.2,      1,       221.7,      1,        11.5,      1,         4.2,      1,        23.1,      1,        87.6,      1,         126,      1,         1.6,      1,       839.5,      1,    492754.9,      1,400 - Temperatura aria (gradi Celsius)
00:00:00 01/07/2016,       244.2,      1,       226.4,      1,        14.7,      1,         3.9,      1,        22.3,      1,        85.7,      1,         125,      1,         1.7,      1,       843.4,      1,    571732.9,      1,430 - Umid.relativa aria (percentuale)
00:00:00 01/08/2016,       161.8,      1,       179.5,      1,        13.8,      1,         4.1,      1,        22.2,      1,        84.8,      1,         112,      1,         1.6,      1,       844.8,      1,    579436.1,      1,500 - Direzione vento media (gradi)
00:00:00 01/09/2016,        53.8,      1,        53.8,      1,        11.6,      1,         4.4,      1,        20.0,      1,        86.8,      1,         117,      1,         1.5,      1,       843.9,      1,    404400.5,      1,515 - Veloc. vento media (metri/secondo)
00:00:00 01/10/2016,       145.0,      1,       145.0,      1,         5.5,      1,        -2.9,      1,        16.7,      1,        88.0,      1,         114,      1,         1.3,      1,       841.2,      1,    230675.8,      1,550 - Pressione atmosferica (Ettopascal)
00:00:00 01/11/2016,       189.8,      1,       189.8,      1,         2.1,    140,        -6.9,    140,        11.8,      1,        84.3,    140,         114,      1,         1.3,      1,       837.0,      1,    134200.2,      1,750 - Radiazione solare totale (KJoule/metroquadro)
00:00:00 01/12/2016,         1.2,      1,         1.2,      1,         2.3,      1,        -5.9,      1,        13.8,      1,        50.6,      1,          94,      1,         1.1,      1,       846.4,      1,    160349.0,      1,
00:00:00 01/01/2017,        12.2,      1,        11.6,      1,        -3.6,      1,       -12.8,      1,         7.3,      1,        57.2,      1,          91,      1,         1.4,      1,       836.8,      1,    191488.8,      1,Qualities:
00:00:00 01/02/2017,       154.8,      1,       145.1,      1,         0.5,      1,        -5.8,      1,        10.7,      1,        80.4,      1,         111,      1,         1.5,      1,       837.4,      1,    205454.3,      1,1 - Dato buono
00:00:00 01/03/2017,       103.0,      1,       113.2,      1,         3.6,      1,        -5.0,      1,        13.4,      1,        72.4,      1,         118,      1,         1.5,      1,       838.1,      1,    404293.8,      1,90 - Neve (ritardato)
00:00:00 01/04/2017,       161.4,      1,       161.4,      1,         4.6,      1,        -6.5,      1,        14.7,      1,        74.6,      1,         120,      1,         1.8,      1,       837.7,      1,    447345.9,      1,"140 - dato incerto, per analisi climatiche o malfunzionamento stazione"
00:00:00 01/05/2017,       140.4,      1,       140.4,      1,         8.7,      1,        -2.0,      1,        19.2,      1,        84.4,      1,         126,      1,         1.6,      1,       840.0,      1,    549040.4,      1,"145 - da teletrasmissione, non validato"
00:00:00 01/06/2017,       274.0,      1,       273.8,      1,        13.9,      1,         4.4,      1,        25.0,      1,        80.4,      1,         126,      1,         1.7,      1,       841.8,      1,    614767.5,      1,151 - Dato mancante
00:00:00 01/07/2017,       169.6,      1,       169.7,      1,        14.7,      1,"",    151,"",    151,        74.5,      1,         127,      1,         1.7,      1,       842.6,      1,    690593.8,      1,255 - No data
00:00:00 01/08/2017,       133.0,      1,       136.7,      1,        15.7,      1,"",    151,"",    151,        73.4,      1,         125,      1,         1.7,      1,       844.7,      1,    613073.7,      1
00:00:00 01/09/2017,       245.0,      1,       242.7,      1,         8.2,      1,         1.3,      1,        17.5,      1,        89.1,      1,         112,      1,         1.4,      1,       839.7,      1,"",    151
00:00:00 01/10/2017,        24.0,      1,        22.6,      1,         7.9,      1,        -2.3,    140,        19.8,      1,        67.8,      1,          92,      1,         1.2,      1,       843.3,      1,    321836.4,      1
00:00:00 01/11/2017,       126.8,      1,       124.2,      1,         1.6,      1,       -10.5,      1,        12.0,    140,        73.9,      1,         103,      1,         1.4,      1,       836.0,      1,    149650.0,      1
00:00:00 01/12/2017,       201.8,      1,       207.0,      1,        -1.9,      1,       -11.6,      1,         9.6,    140,        67.3,      1,         110,      1,         1.5,      1,       835.3,      1,    108803.3,      1
00:00:00 01/01/2018,        41.0,      1,        39.9,      1,         0.1,      1,        -6.9,      1,        10.5,    140,        75.3,      1,         113,      1,         1.4,      1,       836.6,      1,    148179.0,      1
00:00:00 01/02/2018,        37.6,      1,        37.5,      1,        -4.8,      1,       -18.1,      1,         8.4,    140,        83.8,      1,         131,      1,         1.3,      1,       830.0,      1,    134984.1,      1
00:00:00 01/03/2018,       217.0,      1,       211.4,      1,        -0.8,      1,       -12.5,      1,        10.1,    140,        86.6,      1,         135,      1,         1.4,      1,       825.5,      1,    214350.8,      1
00:00:00 01/04/2018,       146.0,      1,       150.2,      1,         6.2,      1,        -4.1,      1,        17.7,    140,        79.5,      1,         122,      1,         1.6,      1,       838.6,      1,    467396.7,      1
00:00:00 01/05/2018,       188.8,      1,       188.8,      1,         9.3,      1,         0.9,      1,        18.2,      1,        86.8,      1,         117,      1,         1.5,      1,       839.2,      1,    414040.6,      1
00:00:00 01/06/2018,       131.6,      1,       131.6,      1,        12.6,      1,         4.4,      1,        21.9,    140,        82.7,      1,         122,      1,         1.5,      1,       840.9,      1,    539154.0,      1
00:00:00 01/07/2018,       149.4,      1,       149.4,      1,        14.7,      1,         8.1,      1,        23.5,      1,        82.3,      1,         119,      1,         1.6,      1,       842.0,      1,    593540.7,      1
00:00:00 01/08/2018,       183.0,      1,       181.0,      1,        15.2,      1,         4.1,      1,        23.5,    140,        80.8,      1,         119,      1,         1.5,      1,       843.9,      1,    485781.5,      1
00:00:00 01/09/2018,        94.0,      1,        97.3,      1,        11.9,      1,        -0.2,      1,        20.2,      1,        82.8,      1,         111,      1,         1.4,      1,       845.2,      1,    414857.4,      1
00:00:00 01/10/2018,       424.6,      1,       439.1,      1,         8.2,      1,        -1.0,      1,        19.6,      1,        81.4,      1,         102,      1,         1.6,      1,       841.3,      1,    265219.0,      1
00:00:00 01/11/2018,       156.6,     90,       140.9,     90,         3.0,      1,        -5.0,      1,        12.4,    140,        85.9,      1,         100,      1,         1.2,      1,       839.2,      1,    123885.3,      1
00:00:00 01/12/2018,        15.0,      1,        15.0,      1,         0.2,      1,        -9.9,      1,        10.4,    140,        59.7,      1,          92,      1,         1.1,      1,       839.1,      1,    142673.9,      1
00:00:00 01/01/2019,         9.0,      1,        11.1,      1,        -3.3,      1,       -10.4,      1,         6.5,    140,        61.8,      1,          97,      1,         1.3,      1,       830.5,      1,    146033.1,      1
00:00:00 01/02/2019,       124.6,    140,       122.5,    140,         1.4,      1,        -8.5,      1,        13.9,    140,        61.5,      1,         104,      1,         1.2,      1,       841.4,      1,    238128.2,      1
00:00:00 01/03/2019,        72.8,      1,        72.8,      1,         2.4,      1,        -6.8,      1,        14.3,      1,        59.1,      1,         126,      1,         1.6,      1,       838.8,      1,    447188.9,      1
00:00:00 01/04/2019,       311.8,      1,       311.8,      1,         3.7,      1,        -1.9,      1,        13.6,    140,        83.1,      1,         118,      1,         1.5,      1,       835.3,      1,    319592.9,      1
00:00:00 01/05/2019,       239.4,      1,       239.4,      1,         5.1,      1,        -3.6,      1,        15.7,      1,        86.3,      1,         107,      1,         1.6,      1,       834.9,      1,    380922.3,      1
00:00:00 01/06/2019,        50.6,      1,        50.6,      1,        15.1,      1,         6.0,      1,        29.1,      1,        75.7,      1,         124,      1,         1.7,      1,       843.7,      1,    671571.1,      1
00:00:00 01/07/2019,       122.0,      1,       121.2,      1,        15.1,      1,         7.1,      1,        24.4,      1,        82.9,      1,         121,      1,         1.6,      1,       842.2,      1,    604590.3,      1
00:00:00 01/08/2019,       148.8,      1,       149.0,      1,        14.8,      1,         7.5,      1,        21.7,      1,        85.8,      1,         121,      1,         1.5,      1,       844.6,      1,    506605.6,      1
00:00:00 01/09/2019,       133.4,      1,       133.9,      1,        10.9,      1,         2.4,      1,        20.4,      1,        86.2,      1,         108,      1,         1.3,      1,       843.5,      1,    407983.7,      1
00:00:00 01/10/2019,       144.8,      1,       144.8,      1,         7.9,      1,         0.7,      1,        18.1,      1,        87.4,      1,         113,      1,         1.3,      1,       841.5,      1,    238922.9,      1
00:00:00 01/11/2019,       566.0,      1,       566.0,      1,         1.5,      1,        -5.2,      1,        10.1,    140,        94.5,      1,         106,      1,         1.3,      1,       830.2,      1,     90193.2,      1
00:00:00 01/12/2019,       155.0,      1,       155.0,      1,         0.5,      1,        -7.7,      1,        10.0,    140,        74.2,      1,         103,      1,         1.3,      1,       836.5,      1,    116709.3,      1
00:00:00 01/01/2020,        13.0,      1,        13.0,      1,         0.3,      1,        -8.0,      1,         9.6,    140,        60.7,      1,         102,      1,         1.2,      1,       844.2,      1,    172312.6,      1
00:00:00 01/02/2020,         5.2,      1,         6.1,      1,         1.5,      1,        -7.4,    140,        15.4,      1,        58.2,      1,         118,      1,         1.6,      1,       838.9,      1,    260256.1,      1
00:00:00 01/03/2020,       127.6,      1,       126.6,      1,         0.3,      1,        -9.1,    140,        15.7,    140,        81.4,      1,         119,      1,         1.4,      1,       836.4,      1,    303507.8,      1
00:00:00 01/04/2020,        85.0,      1,        68.0,      1,         5.6,      1,        -6.8,      1,        16.7,    140,        68.8,      1,         118,      1,         1.6,      1,       839.4,      1,    557131.6,      1
00:00:00 01/05/2020,       167.6,      1,       184.6,      1,         8.6,      1,         1.4,      1,        17.2,      1,        81.7,      1,         131,      1,         1.7,      1,       840.6,      1,    545136.3,      1
00:00:00 01/06/2020,       279.4,      1,       279.4,      1,        11.2,      1,         3.8,      1,        20.9,      1,        85.4,      1,         129,      1,         1.7,      1,       838.5,      1,    515546.5,      1
00:00:00 01/07/2020,       246.8,      1,       246.1,      1,        14.0,      1,         6.9,      1,        25.2,      1,        86.9,      1,         118,      1,         1.6,      1,       843.3,      1,    639070.5,      1
00:00:00 01/08/2020,       203.4,      1,       204.1,      1,        14.7,      1,         5.6,      1,        25.2,      1,        83.9,      1,         120,      1,         1.6,      1,       841.9,      1,    515017.2,      1
00:00:00 01/09/2020,       131.6,      1,       131.6,      1,        10.9,      1,        -0.7,      1,        21.1,      1,        88.2,      1,         111,      1,         1.4,      1,       842.2,      1,    382610.5,      1
00:00:00 01/10/2020,       392.0,      1,       392.0,      1,         5.1,      1,        -2.8,      1,        17.6,      1,        87.2,      1,         120,      1,         1.6,      1,       837.5,      1,    218391.2,      1
00:00:00 01/11/2020,         8.6,      1,         8.6,      1,         4.3,      1,        -5.8,      1,        15.5,      1,        73.0,      1,          95,      1,         1.0,      1,       844.8,      1,    203814.4,      1
00:00:00 01/12/2020,       325.4,      1,       325.7,      1,        -1.2,      1,        -9.1,    140,         8.4,    140,        89.1,      1,         111,      1,         1.4,      1,       831.1,      1,     58184.8,      1
00:00:00 01/01/2021,       155.4,      1,       155.1,      1,        -4.1,      1,       -12.6,    140,         7.4,    140,        80.9,      1,         100,      1,         1.3,      1,       829.9,      1,     85377.6,      1
00:00:00 01/02/2021,        56.8,      1,        56.8,      1,"",    255,       -15.4,    140,        12.6,    140,        79.9,      1,"",    255,"",    255,       838.8,      1,    232010.8,      1
00:00:00 01/03/2021,        21.8,      1,        21.8,      1,        -0.1,      1,       -11.1,      1,        14.6,    140,        69.4,      1,         111,      1,         1.4,      1,       839.2,      1,    399823.7,      1
00:00:00 01/04/2021,       116.6,      1,       112.5,      1,         1.5,      1,        -9.0,      1,        14.6,      1,        79.3,      1,         119,      1,         1.4,      1,       836.6,      1,    386487.2,      1
00:00:00 01/05/2021,       244.6,      1,       248.6,      1,         6.2,      1,        -0.3,      1,        15.1,      1,        82.3,      1,         126,      1,         1.6,      1,       836.4,      1,    496939.0,      1
00:00:00 01/06/2021,        73.2,      1,        72.3,      1,        13.7,      1,         5.5,      1,        23.0,    140,        80.3,      1,         120,      1,         1.5,      1,       843.3,      1,    631422.9,      1
00:00:00 01/07/2021,       267.4,      1,       260.4,      1,        14.3,      1,         5.5,      1,        22.0,    140,        82.8,      1,         121,      1,         1.6,      1,       841.5,      1,    567522.4,      1
00:00:00 01/08/2021,       127.4,      1,       135.2,      1,        13.4,      1,         4.5,      1,        24.3,      1,        83.0,      1,         122,      1,         1.6,      1,       841.8,      1,    529909.7,      1
00:00:00 01/09/2021,        92.0,      1,        92.1,      1,        11.2,      1,         4.6,      1,        19.2,      1,        85.1,      1,         110,      1,         1.3,      1,       844.4,      1,    406571.9,      1
00:00:00 01/10/2021,       132.2,      1,       132.4,      1,         6.2,      1,        -2.1,      1,        13.5,      1,        76.7,      1,         102,      1,         1.3,      1,       842.5,      1,    277587.4,      1
00:00:00 01/11/2021,       208.2,      1,       207.9,      1,         2.8,      1,       -10.0,      1,        14.6,      1,        80.8,      1,          89,      1,         1.1,      1,       835.9,      1,    129219.2,      1
00:00:00 01/12/2021,        15.4,      1,        15.4,      1,         0.0,      1,        -9.0,      1,        12.8,      1,        71.2,      1,          94,      1,         1.2,      1,       834.6,      1,    134303.2,      1
00:00:00 01/01/2022,        38.2,      1,        38.2,      1,         0.6,      1,        -8.1,      1,        12.8,      1,        52.3,      1,          99,      1,         1.2,      1,       840.4,      1,    187964.9,      1
00:00:00 01/02/2022,        47.4,     90,        47.6,     90,         0.3,      1,        -8.2,      1,        11.6,    140,        60.4,      1,         103,      1,         1.4,      1,       838.2,      1,    255503.5,      1
00:00:00 01/03/2022,         7.6,      1,         7.1,      1,         0.3,      1,        -9.5,    140,        11.5,      1,        67.1,      1,         110,      1,         1.2,      1,       841.7,      1,    387407.2,      1
00:00:00 01/04/2022,        95.4,      1,        97.6,      1,         3.2,      1,        -7.6,      1,        15.7,      1,        79.6,      1,         122,      1,         1.5,      1,       833.7,      1,    425353.9,      1
00:00:00 01/05/2022,       134.4,      1,       132.5,      1,        10.2,      1,         1.5,      1,        22.0,    140,        86.6,      1,         122,      1,         1.6,      1,       841.6,      1,    514199.0,      1
00:00:00 01/06/2022,"",    255,"",    151,"",    255,"",    151,"",    151,"",    255,"",    255,"",    255,"",    255,"",    255
00:00:00 01/07/2022,       105.6,      1,       105.6,      1,        16.7,      1,         8.3,      1,        26.1,      1,        72.2,      1,         122,      1,         1.7,      1,       845.6,      1,    736463.8,      1
00:00:00 01/08/2022,       189.0,      1,       185.8,      1,        14.9,      1,         6.3,      1,        24.4,      1,        79.6,      1,         113,      1,         1.5,      1,       842.7,      1,    590829.9,      1
00:00:00 01/09/2022,       129.6,      1,       130.8,      1,         9.7,      1,         1.4,      1,        19.5,      1,        86.7,      1,         124,      1,         1.4,      1,       838.6,      1,    344344.9,      1
00:00:00 01/10/2022,        62.4,      1,        64.4,      1,        10.2,      1,         2.9,      1,        20.7,      1,        79.4,      1,         105,      1,         1.2,      1,       846.3,      1,    285334.1,      1
00:00:00 01/11/2022,       129.2,      1,       129.2,      1,         3.0,      1,        -4.8,      1,        15.3,    140,        79.3,      1,          95,      1,         1.1,      1,       837.4,      1,    152171.3,      1
00:00:00 01/12/2022,       125.4,      1,       125.3,      1,        -0.2,      1,       -12.3,      1,         9.5,    140,        88.3,      1,          99,      1,         1.1,      1,       835.3,      1,     83644.1,      1
00:00:00 01/01/2023,        69.0,      1,        69.1,      1,        -1.3,      1,       -11.5,      1,        13.8,    140,        77.7,      1,         106,      1,         1.3,      1,       835.1,      1,    136205.6,      1
00:00:00 01/02/2023,         1.8,      1,         1.8,      1,         0.4,      1,       -12.8,      1,        14.0,      1,        65.6,      1,         102,      1,         1.1,      1,       842.2,      1,    249625.6,      1
00:00:00 01/03/2023,        43.0,      1,        42.5,      1,         2.4,      1,        -5.8,      1,        11.2,      1,        74.0,      1,         128,      1,         1.6,      1,       833.3,      1,    393576.1,      1
00:00:00 01/04/2023,        96.0,      1,        97.4,      1,         3.1,      1,        -5.8,      1,        13.6,    140,        79.6,      1,         118,      1,         1.5,      1,       834.2,      1,    415334.5,      1
00:00:00 01/05/2023,       270.6,      1,       269.7,      1,         8.1,      1,         1.5,      1,        17.8,      1,        86.9,      1,         111,      1,         1.5,      1,       839.0,      1,    396571.4,      1
00:00:00 01/06/2023,       116.6,      1,       115.5,      1,        12.9,      1,         6.3,      1,        25.3,    140,        84.0,      1,         120,      1,         1.5,      1,       841.4,      1,    544745.0,      1
00:00:00 01/07/2023,       209.8,      1,       213.7,      1,        15.4,      1,         7.1,      1,        25.4,    140,        83.4,      1,         131,      1,         1.7,      1,       842.6,      1,    632583.3,      1
00:00:00 01/08/2023,       186.8,      1,       183.9,      1,        15.2,      1,         4.6,      1,        25.6,      1,        79.4,      1,         117,      1,         1.5,      1,       842.1,      1,    588670.7,      1
00:00:00 01/09/2023,       122.6,      1,       122.6,      1,        12.9,      1,         4.6,      1,        22.5,      1,        84.3,      1,         109,      1,         1.3,      1,       845.0,      1,    429060.9,      1
00:00:00 01/10/2023,       349.8,      1,       347.7,      1,         9.7,      1,         0.0,      1,        22.9,    140,        84.6,      1,         124,      1,         1.4,      1,       839.7,      1,    240922.4,      1
00:00:00 01/11/2023,       231.0,      1,       243.2,      1,         2.3,      1,        -6.3,      1,        14.7,    140,        68.2,      1,         106,      1,         1.3,      1,       831.4,      1,    163847.7,      1
00:00:00 01/12/2023,       165.2,      1,       145.2,      1,         1.7,      1,        -8.4,      1,        14.3,    140,        71.0,      1,          88,      1,         1.2,      1,       836.4,      1,    122957.6,      1
00:00:00 01/01/2024,        65.4,      1,        75.3,      1,         0.3,      1,        -9.2,    140,        13.4,    140,        66.8,      1,          95,      1,         1.2,      1,       837.3,      1,    159536.1,      1
00:00:00 01/02/2024,       216.2,    140,       216.5,    140,         2.5,      1,        -4.3,      1,        14.6,    140,        77.8,      1,         102,      1,         1.3,      1,       836.3,      1,    179319.3,      1
00:00:00 01/03/2024,       219.6,     90,       246.7,     90,         2.0,      1,        -4.5,      1,        13.2,    140,        86.3,      1,         111,      1,         1.5,      1,       832.9,      1,    261540.9,      1
00:00:00 01/04/2024,       123.8,      1,        96.1,      1,         5.0,      1,        -6.2,    140,        18.9,    140,        74.6,      1,         122,      1,         1.6,      1,       837.7,      1,    428211.0,      1
00:00:00 01/05/2024,       297.8,      1,       297.4,      1,         7.6,      1,         0.6,      1,        14.8,    140,        90.1,      1,         112,      1,         1.4,      1,       837.5,      1,    376015.8,      1
00:00:00 01/06/2024,       242.0,      1,       242.7,      1,        12.5,      1,         2.7,      1,        23.8,      1,        85.2,      1,         126,      1,         1.5,      1,       840.4,      1,    500234.0,      1
00:00:00 01/07/2024,       127.2,      1,       127.2,      1,        15.9,      1,         6.2,      1,        25.0,      1,        85.1,      1,         123,      1,         1.5,      1,       842.5,      1,    593542.2,      1
00:00:00 01/08/2024,        61.6,      1,        61.6,      1,        17.1,      1,        11.2,      1,        24.3,      1,        80.5,      1,         115,      1,         1.4,      1,       843.4,      1,    557666.3,      1
00:00:00 01/09/2024,       360.2,      1,       360.2,      1,        10.2,      1,         1.7,      1,        22.9,      1,        82.7,      1,         115,      1,         1.5,      1,       839.4,      1,    288973.5,      1
00:00:00 01/10/2024,       360.2,      1,       360.2,      1,         8.0,      1,         1.1,      1,        16.3,      1,        93.4,      1,          96,      1,         1.2,      1,       842.0,      1,    175931.6,      1
00:00:00 01/11/2024,        14.0,      1,        14.0,      1,         3.6,      1,        -8.2,      1,        16.3,      1,        64.4,      1,          94,      1,         1.1,      1,       841.8,      1,    207409.6,      1
00:00:00 01/12/2024,        27.6,      1,        27.6,      1,         0.5,      1,        -7.7,      1,        11.3,      1,        60.5,      1,          91,      1,         1.2,      1,       840.0,      1,    127671.2,      1
00:00:00 01/01/2025,       194.4,      1,       193.4,      1,        -0.1,      1,        -8.8,      1,        10.1,      1,        76.8,      1,         121,      1,         1.5,      1,       837.8,      1,    119703.9,      1
00:00:00 01/02/2025,        43.6,      1,        44.8,      1,        -0.5,      1,       -10.0,      1,         8.6,    140,        83.8,      1,          92,      1,         0.9,      1,       841.2,      1,    193257.3,      1
00:00:00 01/03/2025,       162.2,      1,       162.0,      1,         1.8,      1,        -5.7,      1,        11.2,      1,        79.0,      1,         112,      1,         1.2,      1,       836.0,      1,    335183.6,      1
00:00:00 01/04/2025,       154.2,      1,       153.4,      1,         5.4,      1,        -3.5,      1,        16.2,      1,        83.5,      1,         113,      1,         1.5,      1,       838.0,      1,    399625.9,      1
00:00:00 01/05/2025,       235.6,      1,       236.4,      1,         7.9,      1,         0.4,      1,        19.6,      1,        87.6,      1,         114,      1,         1.4,      1,       838.4,      1,    459116.7,      1
00:00:00 01/06/2025,        55.6,      1,        55.8,      1,        15.6,      1,         8.3,      1,        24.9,      1,        81.0,      1,         124,      1,         1.6,      1,       845.6,      1,    664291.6,      1
00:00:00 01/07/2025,       237.0,      1,       236.7,      1,        13.8,      1,         3.1,      1,        24.0,      1,        81.4,      1,         119,      1,         1.6,      1,       840.9,      1,    548330.5,      1
00:00:00 01/08/2025,       205.6,    145,"",    255,        14.6,    145,"",    255,"",    255,        84.3,    145,         112,    145,         1.4,    145,       842.9,    145,    530784.4,    145
00:00:00 01/09/2025,       168.8,    145,"",    255,        10.8,    145,"",    255,"",    255,        88.7,    145,         107,    145,         1.2,    145,       842.7,    145,    345572.5,    145
00:00:00 01/10/2025,        81.6,    145,"",    255,         6.0,    145,"",    255,"",    255,        85.9,    145,         102,    145,         1.1,    145,       839.4,    145,    270891.1,    145
00:00:00 01/11/2025,       130.4,    145,"",    255,         2.1,    145,"",    255,"",    255,        73.8,    145,          98,    145,         1.2,    145,       835.9,    145,    170190.6,    145
00:00:00 01/12/2025,        35.0,    145,"",    255,         1.7,    145,"",    255,"",    255,        76.7,    145,          89,    145,         0.9,    145,       839.3,    145,    121264.4,    145
00:00:00 01/01/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255
00:00:00 01/02/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255

